_id,pin,address,block_lot,sale_price,act77_gent_date,last_payment_date,treasury_sale_date,partition_latest_sale_date,latitude,longitude,neighborhood_name,council_district,ward,fire_zone,police_zone,dpw_streets,dpw_enviro,dpw_parks
281744,0015K00252000000,"SYLVANIA AVE, PITTSBURGH, PA 15210",0015K00252,6898,2000-07-25,2003-03-14,2016-04-29,2016-04-29,40.416356717151565,-80.00802307719121,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281745,0015G00130000000,"INDUSTRY ST, PITTSBURGH, PA 15210",0015G00130,5063,1985-12-11,1985-12-11,2016-04-29,2016-04-29,40.420158784750384,-80.00366958653542,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281746,0015L00115000000,"SYLVANIA AVE, PITTSBURGH, PA 15210",0015L00115,17385,1987-01-28,1987-01-28,2016-04-29,2016-04-29,40.41673963002364,-80.00683417334125,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281747,0015G00131000000,"INDUSTRY ST, PITTSBURGH, PA 15210",0015G00131,5232,1986-01-03,1986-01-03,2016-04-29,2016-04-29,40.42013940611167,-80.00375102106288,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281748,0015L00105000000,"SYLVANIA AVE, PITTSBURGH, PA 15210",0015L00105,7891,1996-06-28,2009-06-02,2016-04-29,2016-04-29,40.4165783844783,-80.00754430720269,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281749,0015L00101000000,"SYLVANIA AVE, PITTSBURGH, PA 15210",0015L00101,4544,2002-08-15,2006-06-05,2016-04-29,2016-04-29,40.41645163747791,-80.0077380107592,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281750,0015G00139000000,"INDUSTRY ST, PITTSBURGH, PA 15210",0015G00139,7960,1983-12-13,1983-12-13,2016-04-29,2016-04-29,40.41998629093201,-80.00435878137318,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281751,0015M00099000000,"300 CEDARHURST ST, PITTSBURGH, PA 15210",0015M00099,14975,1998-01-28,2006-09-25,2016-04-29,2016-04-29,40.41802756678844,-80.0021892500615,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281752,0015G00145000000,"INDUSTRY ST, PITTSBURGH, PA 15210",0015G00145,19826,1994-01-28,1994-01-28,2016-04-29,2016-04-29,40.419841229025,-80.00491546281334,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281753,0015G00223000000,"CLIMAX ST, PITTSBURGH, PA 15210",0015G00223,23432,1988-07-08,1988-07-08,2016-04-29,2016-04-29,40.41944233862959,-80.00512658997667,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281754,0015P00061000000,"FRAMPTON AVE, PITTSBURGH, PA 15210",0015P00061,3809,1984-08-02,1984-08-02,2016-04-29,2016-04-29,40.41535123456226,-80.00832462488789,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281755,0015G00142000000,"INDUSTRY ST, PITTSBURGH, PA 15210",0015G00142,2352,1999-07-27,1999-07-27,2016-04-29,2016-04-29,40.41990345580869,-80.00465869903701,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281756,0015G00273000000,"CLIMAX ST, PITTSBURGH, PA 15210",0015G00273,4502,2002-07-16,2005-04-04,2016-04-29,2016-04-29,40.41898411967414,-80.00522140393521,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281757,0015R00014000000,"TAFT AVE, PITTSBURGH, PA 15210",0015R00014,13963,1996-11-27,1996-11-27,2016-04-29,2016-04-29,40.41593006557829,-80.0073342015456,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281758,0015G00132000000,"INDUSTRY ST, PITTSBURGH, PA 15210",0015G00132,12208,1992-01-15,1992-01-15,2016-04-29,2016-04-29,40.42011986589611,-80.00383271759593,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281759,0015R00075000000,"TAFT AVE, PITTSBURGH, PA 15210",0015R00075,9614,2002-05-03,2011-05-05,2016-04-29,2016-04-29,40.41459229710792,-80.00687541862926,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281760,0015H00270000000,"INDUSTRY ST, PITTSBURGH, PA 15210",0015H00270,13847,1992-06-22,1992-06-22,2016-04-29,2016-04-29,40.420374914909125,-80.00284202715902,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281761,0015L00135000000,"MONTOOTH ST, PITTSBURGH, PA 15210",0015L00135,9177,1989-02-01,1989-02-01,2016-04-29,2016-04-29,40.41627148889173,-80.00622675460994,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281762,0015K00253000000,"SYLVANIA AVE, PITTSBURGH, PA 15210",0015K00253,28244,1996-09-16,1996-09-16,2016-04-29,2016-04-29,40.41638328140184,-80.00794469060537,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281763,0015G00182000000,"INDUSTRY ST, PITTSBURGH, PA 15210",0015G00182,7632,1988-01-14,1988-01-14,2016-04-29,2016-04-29,40.41931818528935,-80.00745651709875,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281764,0015G00228000000,"CLIMAX ST, PITTSBURGH, PA 15210",0015G00228,13148,1999-02-10,2008-06-03,2016-04-29,2016-04-29,40.41954950336456,-80.00469201610126,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281765,0014J00296000000,"510 CURTIN AVE, PITTSBURGH, PA 15210",0014J00296,15622,2000-05-02,2005-02-10,2016-04-29,2016-04-29,40.41794370931047,-79.99908484999045,Beltzhoover,3,18,4-21,3,4,Southern,Emerald
281766,0015M00300000000,"300 CHALFONT ST, PITTSBURGH, PA 15210",0015M00300,8469,2002-09-26,2006-04-06,2016-04-29,2016-04-29,40.41642308109268,-80.00220070716587,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281767,0015M00188000000,"SYLVANIA AVE, PITTSBURGH, PA 15210",0015M00188,3619,2002-02-20,2008-01-29,2016-04-29,2016-04-29,40.417183296218326,-80.00141081524333,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281768,0015M00303000000,"CHALFONT ST, PITTSBURGH, PA 15210",0015M00303,3323,2002-05-17,2011-03-03,2016-04-29,2016-04-29,40.41641114388308,-80.0024430027656,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281769,0015P00062000000,"FRAMPTON AVE, PITTSBURGH, PA 15210",0015P00062,2991,1995-05-15,2007-12-28,2016-04-29,2016-04-29,40.41531131966149,-80.00840082883666,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281770,0015L00119000000,"SYLVANIA AVE, PITTSBURGH, PA 15210",0015L00119,11210,1981-12-01,1981-12-01,2016-04-29,2016-04-29,40.416848841216165,-80.00650597939203,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281771,0015H00241000000,"HABERMAN AVE, PITTSBURGH, PA 15210",0015H00241,7084,2002-08-27,2005-03-02,2016-04-29,2016-04-29,40.42041240906729,-80.00216546468097,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281772,0015G00143000000,"INDUSTRY ST, PITTSBURGH, PA 15210",0015G00143,13566,1999-05-11,1999-05-11,2016-04-29,2016-04-29,40.41988129472719,-80.00473942535756,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281773,0015G00275000000,"CLIMAX ST, PITTSBURGH, PA 15210",0015G00275,1348,2002-06-26,2006-10-18,2016-04-29,2016-04-29,40.41893825825232,-80.00532947601073,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281774,0015G00038000000,"W WARRINGTON AVE, PITTSBURGH, PA 15210",0015G00038,6381,1991-05-01,1991-05-01,2016-04-29,2016-04-29,40.42051075042821,-80.00551309750361,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281775,0015G00108000000,"INDUSTRY ST, PITTSBURGH, PA 15210",0015G00108,12569,1996-07-31,1996-07-31,2016-04-29,2016-04-29,40.420203945241965,-80.00517697850192,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281776,0015H00260000000,"CLIMAX ST, PITTSBURGH, PA 15210",0015H00260,1278,1997-02-18,2012-01-05,2016-04-29,2016-04-29,40.41982711773032,-80.00360149863833,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281777,0015P00057000000,"FRAMPTON AVE, PITTSBURGH, PA 15210",0015P00057,2991,1977-10-30,2007-12-28,2016-04-29,2016-04-29,40.41550738968717,-80.00802737161115,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281778,0015M00189000000,"SYLVANIA AVE, PITTSBURGH, PA 15210",0015M00189,2869,2001-08-27,2001-08-27,2016-04-29,2016-04-29,40.41718142213298,-80.0014967239925,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281779,0015H00227000000,"VINCENT ST, PITTSBURGH, PA 15210",0015H00227,5991,2002-03-07,2003-02-06,2016-04-29,2016-04-29,40.420358021997394,-80.00164738779907,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281780,0015G00104000000,"INDUSTRY ST, PITTSBURGH, PA 15210",0015G00104,5324,1982-01-29,1982-01-29,2016-04-29,2016-04-29,40.42014047267431,-80.00549093003923,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281781,0015G00140000000,"INDUSTRY ST, PITTSBURGH, PA 15210",0015G00140,7729,2001-10-24,2001-10-24,2016-04-29,2016-04-29,40.41995812272086,-80.00447168885472,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281782,0015G00238000000,"CLIMAX ST, PITTSBURGH, PA 15210",0015G00238,5493,1983-06-08,1983-06-08,2016-04-29,2016-04-29,40.41976874445111,-80.00386048261964,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281783,0014J00237000000,"CURTIN AVE, PITTSBURGH, PA 15210",0014J00237,1297,1986-01-27,1986-01-27,2016-04-29,2016-04-29,40.41795315793577,-79.99854686663195,Beltzhoover,3,18,4-21,3,4,Southern,Emerald
281784,0015R00017000000,"TAFT AVE, PITTSBURGH, PA 15210",0015R00017,5648,1994-08-17,1994-08-17,2016-04-29,2016-04-29,40.41581613010746,-80.00728392651182,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281785,0015H00253000000,"CLIMAX ST, PITTSBURGH, PA 15210",0015H00253,9216,1983-02-04,1983-02-04,2016-04-29,2016-04-29,40.41997943380456,-80.00299841138104,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281786,0015M00042000000,"CEDARHURST ST, PITTSBURGH, PA 15210",0015M00042,2169,1991-02-11,1991-02-11,2016-04-29,2016-04-29,40.41850963695887,-80.00128783230248,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281787,0015G00225000000,"PROCTOR WAY, PITTSBURGH, PA 15210",0015G00225,2859,1997-03-31,1997-03-31,2016-04-29,2016-04-29,40.41950514979551,-80.0048690339442,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281788,0015H00259000000,"CLIMAX ST, PITTSBURGH, PA 15210",0015H00259,4951,1991-11-21,1991-11-21,2016-04-29,2016-04-29,40.41985005754239,-80.00351182639908,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281789,0015G00098000000,"101 INDUSTRY ST, PITTSBURGH, PA 15210",0015G00098,2864,2019-01-03,2003-09-04,2016-04-29,2016-04-29,40.41995957183455,-80.00590950452019,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281790,0015P00065000000,"FRAMPTON AVE, PITTSBURGH, PA 15210",0015P00065,3041,1995-05-15,2012-10-12,2016-04-29,2016-04-29,40.415233228709646,-80.00859322253135,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281791,0015G00279000000,"GEARING AVE, PITTSBURGH, PA 15210",0015G00279,11131,1987-02-04,1987-02-04,2016-04-29,2016-04-29,40.4189291098072,-80.00573412269348,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281792,0015P00014000000,"28 SYLVANIA AVE, PITTSBURGH, PA 15210",0015P00014,11006,1998-02-24,2009-12-09,2016-04-29,2016-04-29,40.41594029606004,-80.00857840382571,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281793,0015L00116000000,"SYLVANIA AVE, PITTSBURGH, PA 15210",0015L00116,4248,,,2016-04-29,2016-04-29,40.416763153081554,-80.00674898987539,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281794,0004H00022000000,"200 ARLINGTON AVE, PITTSBURGH, PA 15203",0004H00022,26512,2002-08-21,2007-05-07,2016-04-29,2016-04-29,40.429581937736856,-79.99966904352193,South Shore,3,18,4-27,3,5,Southern,Emerald
281795,0014C00346000000,"955 MANTON WAY, PITTSBURGH, PA 15210",0014C00346,1,2001-03-19,2001-03-19,2016-08-19,2016-08-19,40.42149764906577,-79.98958007385212,Allentown,3,18,4-6,3,4,Southern,Emerald
281796,0014C00287000000,"961 MANTON WAY, PITTSBURGH, PA 15210",0014C00287,22000,2002-02-11,2015-05-29,2016-08-19,2016-08-19,40.42149963580311,-79.98949344186252,Allentown,3,18,4-6,3,4,Southern,Emerald
281797,0015R00250000000,"813 GEARING AVE, PITTSBURGH, PA 15210",0015R00250,17645,2001-10-05,2006-08-11,2016-08-19,2016-08-19,40.41531480216456,-80.0045849164215,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281798,0014N00081000000,"MICHIGAN ST, PITTSBURGH, PA 15210",0014N00081,7000,1998-07-29,2011-02-03,2016-08-19,2016-08-19,40.41572835683857,-79.99853453138914,Beltzhoover,3,18,4-21,3,4,Southern,Emerald
281799,0015R00245000000,"GEARING AVE, PITTSBURGH, PA 15210",0015R00245,700,2001-04-02,2001-04-02,2016-08-19,2016-08-19,40.41499730873389,-80.00457230281566,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281800,0015R00249000000,"815 GEARING AVE, PITTSBURGH, PA 15210",0015R00249,1,1991-10-23,1991-10-23,2016-08-19,2016-08-19,40.415243647336816,-80.00457998088248,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281801,0014K00047000000,"862 LILLIAN ST, PITTSBURGH, PA 15210",0014K00047,15000,1987-02-02,1987-02-02,2016-10-28,2016-10-28,40.41861061141904,-79.99121957099062,Allentown,3,18,4-6,3,4,Southern,Emerald
281802,0014A00222000B00,"EDGEMONT ST, PITTSBURGH, PA 15210",0014A00222B,16069,1994-09-16,1994-09-16,2016-10-28,2016-10-28,40.42234270726205,-79.99634227591628,Allentown,3,18,4-5,3,4,Southern,Emerald
281803,0003N00154000000,"619 EUREKA ST, PITTSBURGH, PA 15210",0003N00154,0,1995-12-04,1995-12-04,2016-10-28,2016-10-28,40.423954475541386,-79.99656172386953,Allentown,3,18,4-5,3,4,Southern,Emerald
281804,0014B00405000000,"916 EXCELSIOR ST, PITTSBURGH, PA 15210",0014B00405,1,1998-12-04,2005-10-04,2016-10-28,2016-10-28,40.42296125962852,-79.99123497135906,Allentown,3,18,4-5,3,4,Southern,Emerald
281805,0014C00037000000,"936 EXCELSIOR ST, PITTSBURGH, PA 15210",0014C00037,2000,2001-03-29,2006-05-08,2016-10-28,2016-10-28,40.42325362142533,-79.99040820940634,Allentown,3,18,4-5,3,4,Southern,Emerald
281806,0014B00403000000,"908 EXCELSIOR ST, PITTSBURGH, PA 15210",0014B00403,4500,2002-04-11,2009-04-17,2016-10-28,2016-10-28,40.42288379100732,-79.9913642355769,Allentown,3,18,4-5,3,4,Southern,Emerald
281807,0014C00036000000,"EXCELSIOR ST, PITTSBURGH, PA 15210",0014C00036,14950,1996-07-11,1996-07-11,2016-10-28,2016-10-28,40.42322126898,-79.99048209698,Allentown,3,18,4-5,3,4,Southern,Emerald
281808,0014B00090000000,"721 CARNIVAL WAY, PITTSBURGH, PA 15210",0014B00090,50000,2002-02-11,2015-11-02,2016-10-28,2016-10-28,40.42243005780284,-79.99502661570993,Allentown,3,18,4-5,3,4,Southern,Emerald
281809,0014B00327000000,"1120 ARLINGTON AVE, PITTSBURGH, PA 15203",0014B00327,1,2002-03-05,2007-02-12,2016-10-28,2016-10-28,40.42236312683266,-79.99183308332557,Allentown,3,18,4-5,3,4,Southern,Emerald
281810,0014B00328000A00,"1114 ARLINGTON AVE, PITTSBURGH, PA 15203",0014B00328A,8000,2002-03-14,2005-01-04,2016-10-28,2016-10-28,40.422462173762895,-79.9916622658986,Allentown,3,18,4-5,3,4,Southern,Emerald
281811,0003R00321000000,"919 EUREKA ST, PITTSBURGH, PA 15210",0003R00321,18900,2002-02-22,2006-01-31,2016-10-28,2016-10-28,40.42403715580585,-79.99107915732876,Allentown,3,18,4-5,3,4,Southern,Emerald
281812,0014A00296000000,"27 MILLBRIDGE ST, PITTSBURGH, PA 15210",0014A00296,9000,1990-05-24,1990-05-24,2016-10-28,2016-10-28,40.42336652629504,-79.99562215810921,Allentown,3,18,4-5,3,4,Southern,Emerald
281813,0014A00222000C00,"629 EDGEMONT ST, PITTSBURGH, PA 15210",0014A00222C,200,2002-03-05,2007-02-14,2016-10-28,2016-10-28,40.42229822124619,-79.9963412019201,Allentown,3,18,4-5,3,4,Southern,Emerald
281814,0014C00006000000,"924 EUREKA ST, PITTSBURGH, PA 15210",0014C00006,50000,2002-08-14,2004-06-01,2016-10-28,2016-10-28,40.42356630966337,-79.99078508938172,Allentown,3,18,4-5,3,4,Southern,Emerald
281815,0014C00001000000,"914 CERES WAY, PITTSBURGH, PA 15210",0014C00001,0,,,2016-10-28,2016-10-28,40.423434318214085,-79.99106739805721,Allentown,3,18,4-5,3,4,Southern,Emerald
281816,0003R00328000000,"938 EUREKA ST, PITTSBURGH, PA 15210",0003R00328,1,2000-12-26,2003-02-21,2016-10-28,2016-10-28,40.42370368302621,-79.99024362255041,Allentown,3,18,4-5,3,4,Southern,Emerald
281817,0014B00416000000,"912 CERES WAY, PITTSBURGH, PA 15210",0014B00416,1,1988-11-28,1988-11-28,2016-10-28,2016-10-28,40.4234441398093,-79.99115976674653,Allentown,3,18,4-5,3,4,Southern,Emerald
281818,0014C00372000000,"944 MANTON WAY, PITTSBURGH, PA 15210",0014C00372,0,1993-02-09,1993-02-09,2016-10-28,2016-10-28,40.421211583064206,-79.9904002007119,Allentown,3,18,4-6,3,4,Southern,Emerald
281819,0014A00222000A00,"627 EDGEMONT ST, PITTSBURGH, PA 15210",0014A00222A,16000,2002-03-20,2003-02-21,2016-10-28,2016-10-28,40.42238172293679,-79.99634202306737,Allentown,3,18,4-5,3,4,Southern,Emerald
281820,0003N00164000000,"633 PETREL WAY, PITTSBURGH, PA 15210",0003N00164,15000,1994-05-04,1994-05-04,2016-10-28,2016-10-28,40.4239145891553,-79.99624263711853,Allentown,3,18,4-5,3,4,Southern,Emerald
281821,0014B00404000000,"910 EXCELSIOR ST, PITTSBURGH, PA 15210",0014B00404,1,2002-02-26,2003-02-11,2016-10-28,2016-10-28,40.422919085794206,-79.99129788539366,Allentown,3,18,4-5,3,4,Southern,Emerald
281822,0003P00273000000,"800 EUREKA ST, PITTSBURGH, PA 15210",0003P00273,23500,2002-02-25,2006-11-07,2016-10-28,2016-10-28,40.42357398180759,-79.9936809641771,Allentown,3,18,4-5,3,4,Southern,Emerald
281823,0015H00238000000,"CLIMAX ST, PITTSBURGH, PA 15210",0015H00238,47000,2002-02-27,2003-10-28,2016-10-28,2016-10-28,40.42013688745352,-80.00229190619329,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281824,0015R00076000000,"912 TAFT AVE, PITTSBURGH, PA 15210",0015R00076,0,2002-05-29,2014-01-22,2016-10-28,2016-10-28,40.414639501182215,-80.00694132657036,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281825,0015H00274000000,"210 HABERMAN AVE, PITTSBURGH, PA 15210",0015H00274,0,1994-04-26,1994-04-26,2016-10-28,2016-10-28,40.420340471740154,-80.00260224026185,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281826,0015H00237000000,"303 CLIMAX ST, PITTSBURGH, PA 15210",0015H00237,47000,2002-02-27,2003-10-28,2016-10-28,2016-10-28,40.420137127385566,-80.00219973337651,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281827,0015H00232000000,"317 CLIMAX ST, PITTSBURGH, PA 15210",0015H00232,8000,2002-08-01,2004-02-18,2016-10-28,2016-10-28,40.42014138721645,-80.0019776182665,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281828,0015H00272000000,"254 INDUSTRY ST, PITTSBURGH, PA 15210",0015H00272,13750,2002-08-12,2009-02-25,2016-10-28,2016-10-28,40.420396187525775,-80.00272565406438,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281829,0015H00231000000,"317 CLIMAX ST, PITTSBURGH, PA 15210",0015H00231,1,2002-01-15,2007-03-30,2016-10-28,2016-10-28,40.42014500339167,-80.00167068359221,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
281830,0033A00345000000,"MOORE AVE, PITTSBURGH, PA 15210",0033A00345,1141,2002-07-31,2008-10-01,2016-04-29,2016-04-29,40.41240729719602,-79.99529410824017,Knoxville,3,30,4-7,3,4,Southern,Emerald
281831,0062F00018000000,"VODELI ST, PITTSBURGH, PA 15216",0062F00018,15065,2004-01-15,2003-03-05,2016-04-29,2016-04-29,40.40087104585369,-80.02826220100967,Beechview,4,19,4-28,6,5,Southern,Emerald
281832,0062K00200000000,"136 BODKIN ST, PITTSBURGH, PA 15226",0062K00200,35355,2001-05-30,2001-05-30,2016-04-29,2016-04-29,40.39712793311921,-80.02624383206013,Brookline,4,19,4-26,6,4,Southern,Emerald
281833,0060J00224000000,"432 MOSGROVE ST, PITTSBURGH, PA 15210",0060J00224,0,,2008-07-29,2016-10-28,2016-10-28,40.39805936561023,-79.9965608067545,Carrick,4,29,4-23,3,4,Southern,Schenley
281834,0138P00030000000,"ARCATA ST, PITTSBURGH, PA 15227",0138P00030,70000,2002-08-01,2016-02-04,,2016-10-10,40.376279035444334,-79.9947416666009,Overbrook,4,32,4-25,3,4,Southern,Schenley
281835,0057B00101000000,"2ND AVE, PITTSBURGH, PA 15207",0057B00101,935,2002-03-13,2005-02-04,2016-04-29,2016-04-29,40.40216473281136,-79.94166612631756,Hazelwood,5,15,2-13,4,3,Eastern,Frick
281836,0057C00293000000,"CUST ST, PITTSBURGH, PA 15207",0057C00293,10463,2002-02-19,2007-07-23,2016-04-29,2016-04-29,40.4025937577746,-79.93848738734017,Hazelwood,5,15,2-13,4,3,Eastern,Frick
281837,0055S00180000000,"INDUS ST, PITTSBURGH, PA 15207",0055S00180,0,1990-06-25,1990-06-25,2016-08-19,2016-08-19,40.415269813248,-79.93563630531298,Hazelwood,5,15,2-13,4,3,Eastern,Frick
281838,0057B00198000000,"5271 DYKE ST, PITTSBURGH, PA 15207",0057B00198,1000,1991-09-26,1991-09-26,2016-10-28,2016-10-28,40.403920211328575,-79.94306478456728,Hazelwood,5,15,2-13,4,3,Eastern,Frick
281839,0057B00228000000,"5232 LYTLE ST, PITTSBURGH, PA 15207",0057B00228,0,1993-01-20,1993-01-20,2016-10-28,2016-10-28,40.40409098300846,-79.94506653000127,Hazelwood,5,15,2-13,4,3,Eastern,Frick
281840,0056N00222000000,"93 COURTLAND ST, PITTSBURGH, PA 15207",0056N00222,4000,2002-08-01,2016-04-12,2016-10-28,2016-10-28,40.40504131579749,-79.9472437553758,Hazelwood,5,15,2-13,4,3,Eastern,Frick
281841,0056P00144000A00,"5251 DYKE ST, PITTSBURGH, PA 15207",0056P00144A,12000,1989-02-02,1989-02-02,2016-10-28,2016-10-28,40.40447372038378,-79.9432009851691,Hazelwood,5,15,2-13,4,3,Eastern,Frick
281842,0056K00065000A00,"39 W ELIZABETH ST, PITTSBURGH, PA 15207",0056K00065A,4000,2002-11-18,2007-12-19,2016-10-28,2016-10-28,40.40664377231603,-79.94485232933489,Hazelwood,5,15,2-13,4,3,Eastern,Frick
281843,0056N00013000000,"5118 LYTLE ST, PITTSBURGH, PA 15207",0056N00013,0,2001-11-13,2001-11-13,2016-10-28,2016-10-28,40.40591254648312,-79.94545849665624,Hazelwood,5,15,2-13,4,3,Eastern,Frick
281844,0056F00336000000,"126 HAZELWOOD AVE, PITTSBURGH, PA 15207",0056F00336,100000,2002-02-19,2007-03-30,2016-10-28,2016-10-28,40.4112199207831,-79.94399800715087,Hazelwood,5,15,2-13,4,3,Eastern,Frick
281845,0056J00172000000,"5 TECUMSEH ST, PITTSBURGH, PA 15207",0056J00172,0,2002-02-12,2006-09-26,2016-10-28,2016-10-28,40.40756832060239,-79.94778714947846,Hazelwood,5,15,2-13,4,3,Eastern,Frick
281846,0056N00226000000,"5139 LANGHORN ST, PITTSBURGH, PA 15207",0056N00226,11000,2001-04-09,2011-02-14,2016-10-28,2016-10-28,40.40526578569233,-79.94720866366904,Hazelwood,5,15,2-13,4,3,Eastern,Frick
281847,0056J00138000000,"6 W TECUMSEH ST, PITTSBURGH, PA 15207",0056J00138,3500,2001-05-21,2006-02-10,2016-10-28,2016-10-28,40.407690181106034,-79.94721082458706,Hazelwood,5,15,2-13,4,3,Eastern,Frick
281848,0056J00139000000,"5 W TECUMSEH ST, PITTSBURGH, PA 15207",0056J00139,3500,1997-09-30,2006-02-10,2016-10-28,2016-10-28,40.40768085176031,-79.9472583899918,Hazelwood,5,15,2-13,4,3,Eastern,Frick
281849,0056P00141000000,"5243 DYKE ST, PITTSBURGH, PA 15207",0056P00141,6500,2002-02-25,2012-03-12,2016-10-28,2016-10-28,40.4046823578382,-79.94325283135785,Hazelwood,5,15,2-13,4,3,Eastern,Frick
281850,0056J00225000000,"295 W ELIZABETH ST, PITTSBURGH, PA 15207",0056J00225,0,1997-07-25,1997-07-25,2016-10-28,2016-10-28,40.40685676489405,-79.94614310080061,Hazelwood,5,15,2-13,4,3,Eastern,Frick
281851,0056N00015000000,"5122 LYTLE ST, PITTSBURGH, PA 15207",0056N00015,5000,2002-02-19,2012-03-21,2016-10-28,2016-10-28,40.40582758364918,-79.94543993192718,Hazelwood,5,15,2-13,4,3,Eastern,Frick
281852,0056N00221000000,"94 COURTLAND ST, PITTSBURGH, PA 15207",0056N00221,2800,2002-09-23,2011-01-31,2016-10-28,2016-10-28,40.4050544436254,-79.94714925619037,Hazelwood,5,15,2-13,4,3,Eastern,Frick
281853,0135D00085000000,"ASHBY ST, PITTSBURGH, PA 15207",0135D00085,181,,,2016-04-29,2016-04-29,40.38373686011943,-79.93397853190993,Hays,5,31,4-20,4,3,Eastern,Frick
281854,0092S00080000000,"KILGORE ST, PITTSBURGH, PA 15207",0092S00080,481,,,2016-04-29,2016-04-29,40.38483319153772,-79.93432658081214,Hays,5,31,4-20,4,3,Eastern,Frick
281855,0091F00082000000,"GIRDER ST, PITTSBURGH, PA 15120",0091F00082,1,2002-02-13,2011-01-21,2016-10-28,2016-10-28,40.39012059505824,-79.92480053736007,New Homestead,5,31,4-20,4,3,Eastern,Frick
281856,0090S00074000000,"NICEVILLE ST, PITTSBURGH, PA 15120",0090S00074,0,1983-03-31,1983-03-31,2016-10-28,2016-10-28,40.39596812092002,-79.92007899482897,New Homestead,5,31,4-20,4,3,Eastern,Frick
281857,0011K00245000000,"TUSTIN ST, PITTSBURGH, PA 15219",0011K00245,13152,1999-02-08,1999-02-08,2016-04-29,2016-04-29,40.43666843965411,-79.97639796738805,Bluff,6,1,2-1,2,3,Central,Schenley
281858,0009S00215000000,"1844 WEBSTER AVE, PITTSBURGH, PA 15219",0009S00215,58732,1999-01-29,1999-01-29,2016-04-29,2016-04-29,40.444840481594234,-79.9832641801282,Crawford-Roberts,6,3,2-1,2,3,Central,Schenley
281859,0011G00140000000,"ALLEQUIPPA ST, PITTSBURGH, PA 15213",0011G00140,31817,2001-12-31,2001-12-31,2016-04-29,2016-04-29,40.43861096945446,-79.9723067388081,West Oakland,6,4,2-1,4,3,Central,Schenley
281860,0011G00141000000,"ALLEQUIPPA ST, PITTSBURGH, PA 15213",0011G00141,4614,1991-06-25,1991-06-25,2016-04-29,2016-04-29,40.43863515527493,-79.97221396033353,West Oakland,6,4,2-1,4,3,Central,Schenley
